@relation blinks3
@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric
@attribute f30 numeric
@attribute f31 numeric
@attribute f32 numeric
@attribute f33 numeric
@attribute f34 numeric
@attribute f35 numeric
@attribute f36 numeric
@attribute f37 numeric
@attribute f38 numeric
@attribute f39 numeric
@attribute f40 numeric
@attribute f41 numeric
@attribute f42 numeric
@attribute f43 numeric
@attribute f44 numeric
@attribute f45 numeric
@attribute f46 numeric
@attribute f47 numeric
@attribute f48 numeric
@attribute f49 numeric
@attribute f50 numeric
@attribute f51 numeric
@attribute f52 numeric
@attribute f53 numeric
@attribute f54 numeric
@attribute f55 numeric
@attribute f56 numeric
@attribute f57 numeric
@attribute f58 numeric
@attribute f59 numeric
@attribute f60 numeric
@attribute clase {0, 1, 2}
@data
0,0.024523,0.039931,0.026042,0.043077,0.069336,0.12044,0.10807,0.13878,0.15831,0.072266,0.059245,0.050347,0.033095,0.017578,0.016385,0.010091,0.010851,0.0016276,0,0,0.02691,0.048611,0.029514,0.065104,0.102,0.12956,0.12435,0.17925,0.10471,0.091797,0.050347,0.023546,0.011719,0.012044,0.00054253,0,0,0,0,0.00043403,0.02181,0.045898,0.035373,0.075521,0.090495,0.13162,0.13227,0.1901,0.13205,0.07704,0.038411,0.014323,0.014648,0,0,0,0,0,0,0
0.00010851,0.022135,0.042101,0.025933,0.041775,0.069227,0.11914,0.11241,0.14138,0.15614,0.072917,0.059787,0.049371,0.031141,0.018012,0.015299,0.011393,0.0092231,0.0024957,0,0.00021701,0.023329,0.053819,0.027127,0.065864,0.10167,0.13064,0.12164,0.18305,0.10428,0.088867,0.052083,0.022895,0.013346,0.010091,0.0010851,0,0,0,0,0.00010851,0.018446,0.048286,0.034614,0.067817,0.093641,0.12272,0.13954,0.19054,0.13878,0.074653,0.041016,0.015516,0.012912,0.0014106,0,0,0,0,0,0
0.00065104,0.02322,0.045681,0.023655,0.041667,0.075846,0.11599,0.10948,0.14204,0.15538,0.072374,0.059136,0.049805,0.029622,0.017253,0.015625,0.010634,0.010091,0.0018446,0,0.00065104,0.024631,0.051758,0.028646,0.066732,0.10211,0.13238,0.12185,0.18153,0.10525,0.089193,0.049696,0.02181,0.011502,0.011827,0.00043403,0,0,0,0,0.0010851,0.019423,0.050564,0.031576,0.071398,0.08941,0.13238,0.13064,0.19878,0.13444,0.07411,0.036241,0.014865,0.013238,0.0018446,0,0,0,0,0,0
0.00043403,0.021484,0.045356,0.021484,0.041775,0.074219,0.111,0.10992,0.13759,0.15484,0.074653,0.060872,0.055013,0.033637,0.016927,0.016168,0.011285,0.010525,0.0028212,0,0.00065104,0.023438,0.050456,0.026801,0.063043,0.10048,0.12869,0.12272,0.17795,0.10688,0.096246,0.055122,0.022135,0.012261,0.012587,0.00054253,0,0,0,0,0.0011936,0.022027,0.044488,0.02908,0.073242,0.086155,0.12836,0.13368,0.19379,0.14269,0.078125,0.03635,0.014865,0.013889,0.0020616,0,0,0,0,0,0
0.00010851,0.020725,0.043403,0.024414,0.040256,0.071615,0.111,0.11024,0.13997,0.15213,0.076823,0.061415,0.056098,0.034397,0.01671,0.016385,0.010742,0.010417,0.0031467,0,0.00021701,0.024523,0.048286,0.028103,0.060438,0.10178,0.12891,0.12012,0.17849,0.10862,0.097005,0.05447,0.02474,0.011936,0.011719,0.00065104,0,0,0,0,0.00075955,0.018338,0.044488,0.032118,0.068576,0.090061,0.12402,0.13466,0.19488,0.14236,0.078668,0.039388,0.015408,0.014106,0.0021701,0,0,0,0,0,0
0.00021701,0.019965,0.045247,0.023438,0.042643,0.071289,0.10851,0.11198,0.14095,0.15137,0.075195,0.061957,0.055122,0.033963,0.017144,0.016927,0.012153,0.010308,0.0016276,0,0.00021701,0.022678,0.052083,0.026801,0.063368,0.10069,0.12609,0.12337,0.17936,0.10493,0.097765,0.053928,0.023655,0.014214,0.0102,0.00065104,0,0,0,0,0.00021701,0.018338,0.047092,0.033095,0.067057,0.092122,0.12261,0.13694,0.19781,0.13596,0.078234,0.039605,0.016276,0.013129,0.0015191,0,0,0,0,0,0
0,0.019097,0.043945,0.02322,0.042969,0.067817,0.11361,0.11241,0.13965,0.15527,0.076606,0.061523,0.052843,0.034071,0.018229,0.015191,0.012044,0.010091,0.0014106,0,0,0.02474,0.046658,0.02832,0.064128,0.10189,0.125,0.12391,0.17611,0.10927,0.097439,0.054796,0.022895,0.013238,0.010959,0.00065104,0,0,0,0,0.00021701,0.019965,0.04579,0.029405,0.068576,0.090386,0.12587,0.13661,0.19553,0.13639,0.077799,0.041124,0.015191,0.014323,0.0028212,0,0,0,0,0,0
0.00032552,0.019965,0.042101,0.024197,0.040907,0.068468,0.11589,0.11165,0.14204,0.15245,0.078234,0.06033,0.051866,0.034397,0.017795,0.015734,0.012153,0.0094401,0.0020616,0,0.00065104,0.024197,0.047309,0.029731,0.05957,0.1046,0.12543,0.12413,0.17307,0.11144,0.096246,0.055773,0.024089,0.01237,0.010634,0.00075955,0,0,0,0,0.00021701,0.021593,0.041667,0.031467,0.066081,0.094401,0.12565,0.13509,0.19238,0.14095,0.078234,0.041124,0.015408,0.012804,0.0029297,0,0,0,0,0,0
0.00010851,0.020616,0.040907,0.02398,0.041233,0.069119,0.11957,0.1072,0.14236,0.15484,0.073893,0.059679,0.05599,0.033312,0.01747,0.015191,0.011936,0.010959,0.0016276,0,0.00021701,0.024306,0.048069,0.028863,0.059787,0.10699,0.12511,0.12283,0.17437,0.10862,0.098416,0.053494,0.024414,0.013021,0.010959,0.00054253,0,0,0,0,0.00010851,0.020074,0.042101,0.030382,0.066623,0.094184,0.12717,0.1339,0.19629,0.13748,0.082791,0.039388,0.014431,0.013238,0.0018446,0,0,0,0,0,0
0.00032552,0.020725,0.04069,0.020182,0.038954,0.072374,0.11664,0.10384,0.13965,0.14909,0.076063,0.06467,0.059896,0.037869,0.01747,0.016168,0.011719,0.011068,0.0026042,0,0.00097656,0.024523,0.045464,0.023112,0.062066,0.10211,0.12609,0.11806,0.17329,0.11046,0.10232,0.059245,0.026584,0.013563,0.010742,0.0014106,0,0,0,0,0.00043403,0.022786,0.038411,0.028103,0.067274,0.090495,0.12652,0.1377,0.18772,0.14366,0.080295,0.045247,0.014865,0.014323,0.0021701,0,0,0,0,0,0
0,0.025499,0.036567,0.01964,0.040148,0.069336,0.11339,0.1071,0.13672,0.14714,0.077691,0.066732,0.061632,0.039171,0.018338,0.015299,0.011285,0.011176,0.0031467,0,0.00021701,0.025174,0.043403,0.025825,0.059353,0.10167,0.12836,0.11697,0.1697,0.11035,0.10536,0.060113,0.026259,0.013672,0.011502,0.0020616,0,0,0,0,0.00010851,0.022135,0.039605,0.029622,0.06326,0.091254,0.12142,0.13694,0.18446,0.14355,0.087782,0.046224,0.01671,0.014106,0.0028212,0,0,0,0,0,0
0.00021701,0.024631,0.036241,0.020291,0.039714,0.070747,0.11447,0.10601,0.13444,0.14865,0.075738,0.067383,0.062066,0.038411,0.01964,0.01671,0.010742,0.011393,0.0024957,0,0.00043403,0.02832,0.041667,0.024414,0.060221,0.10406,0.125,0.11599,0.16992,0.11057,0.10623,0.060655,0.026259,0.013455,0.011285,0.0015191,0,0,0,0,0.00021701,0.024631,0.039388,0.026801,0.066406,0.09451,0.12446,0.12869,0.18739,0.14225,0.087999,0.046549,0.015082,0.013346,0.0022786,0,0,0,0,0,0
0,0.023003,0.038086,0.020182,0.039063,0.07053,0.11144,0.10905,0.13118,0.15278,0.07411,0.066515,0.06326,0.039714,0.017795,0.017253,0.010959,0.012478,0.0026042,0,0,0.028537,0.040799,0.023438,0.061198,0.10211,0.12793,0.11556,0.16981,0.10764,0.10265,0.064779,0.028429,0.014214,0.011502,0.0014106,0,0,0,0,0.00010851,0.022895,0.039714,0.027344,0.065864,0.093533,0.12381,0.13032,0.18707,0.13965,0.092448,0.046332,0.014757,0.013997,0.0021701,0,0,0,0,0,0
0.00010851,0.024523,0.036784,0.017904,0.039714,0.072157,0.11111,0.10579,0.13639,0.15256,0.072374,0.067383,0.064236,0.037218,0.018012,0.017036,0.011285,0.012261,0.0031467,0,0.00010851,0.026259,0.042426,0.023112,0.065321,0.099175,0.12511,0.11491,0.17339,0.10612,0.10373,0.064887,0.028212,0.01378,0.012044,0.0014106,0,0,0,0,0.00021701,0.024089,0.036892,0.027669,0.069444,0.091037,0.12294,0.13227,0.18446,0.14204,0.092882,0.044705,0.014757,0.014106,0.0024957,0,0,0,0,0,0
0.00010851,0.026042,0.035916,0.017578,0.03776,0.074219,0.1059,0.11089,0.13607,0.15191,0.073459,0.068034,0.062826,0.036892,0.018555,0.017361,0.01161,0.012261,0.0023872,0.00021701,0.00043403,0.026584,0.042426,0.021701,0.062826,0.10428,0.12066,0.11252,0.17719,0.10862,0.10406,0.064453,0.02691,0.013889,0.011719,0.0017361,0,0,0,0,0.00032552,0.020942,0.04145,0.025716,0.065864,0.094293,0.12609,0.12815,0.1849,0.14486,0.092448,0.043186,0.015299,0.013238,0.0032552,0,0,0,0,0,0
0,0.026259,0.034397,0.019531,0.038411,0.069878,0.11111,0.10623,0.13542,0.15549,0.074544,0.067925,0.062391,0.036784,0.019423,0.016602,0.010742,0.010742,0.0041233,0,0.00043403,0.026476,0.042426,0.02398,0.059787,0.10417,0.12077,0.11513,0.17372,0.11089,0.10341,0.064453,0.02691,0.014106,0.010851,0.0024957,0,0,0,0,0,0.019965,0.039931,0.029948,0.060438,0.093859,0.13173,0.12912,0.18424,0.14475,0.095052,0.042101,0.012912,0.013238,0.0027127,0,0,0,0,0,0
0,0.022786,0.038954,0.01747,0.037543,0.067491,0.11317,0.10796,0.13715,0.15734,0.06901,0.068902,0.063477,0.03635,0.019857,0.016168,0.011068,0.012695,0.0026042,0,0.00010851,0.025825,0.043511,0.024306,0.059896,0.10352,0.12337,0.11209,0.17459,0.11035,0.10525,0.064236,0.024848,0.014323,0.012153,0.0016276,0,0,0,0,0.00010851,0.021593,0.040148,0.028212,0.062066,0.088216,0.13249,0.13336,0.1849,0.14355,0.092556,0.043511,0.014214,0.013346,0.0017361,0,0,0,0,0,0
0.00010851,0.026042,0.033854,0.018229,0.038411,0.06977,0.11155,0.10992,0.13835,0.15245,0.071398,0.067491,0.064996,0.035482,0.020074,0.016385,0.010417,0.011936,0.0031467,0,0.00065104,0.027127,0.039822,0.023655,0.062391,0.10265,0.12316,0.11035,0.17925,0.10851,0.10438,0.063911,0.02615,0.013455,0.012912,0.0016276,0,0,0,0,0.00021701,0.022569,0.037109,0.025499,0.068034,0.087891,0.12967,0.13759,0.1849,0.13954,0.092773,0.043511,0.013563,0.015408,0.0017361,0,0,0,0,0,0
0,0.024523,0.036241,0.017795,0.037001,0.070747,0.11176,0.10569,0.13791,0.15603,0.072374,0.06543,0.064887,0.035699,0.021159,0.016602,0.010525,0.012804,0.0028212,0,0.00021701,0.026259,0.04069,0.024523,0.062174,0.1008,0.12164,0.11469,0.17643,0.10786,0.10525,0.064236,0.027127,0.013455,0.013238,0.0014106,0,0,0,0,0.00032552,0.022569,0.035699,0.027018,0.065213,0.092014,0.12326,0.13791,0.18294,0.14486,0.09299,0.044054,0.013889,0.015408,0.0018446,0,0,0,0,0,0
0.00021701,0.021918,0.039171,0.017036,0.038411,0.067817,0.11328,0.10438,0.14193,0.15299,0.069987,0.068468,0.063802,0.038194,0.01964,0.015625,0.011068,0.013563,0.0024957,0,0.00021701,0.025933,0.041667,0.022352,0.06326,0.098307,0.12511,0.11578,0.17914,0.10297,0.10601,0.063368,0.027669,0.013672,0.012587,0.0019531,0,0,0,0,0.00065104,0.019748,0.039388,0.025282,0.06977,0.089084,0.12739,0.13835,0.18631,0.1352,0.092014,0.045464,0.013129,0.014865,0.0033637,0,0,0,0,0,0
0,0.027127,0.03418,0.016493,0.034831,0.069878,0.11578,0.10167,0.148,0.14616,0.072374,0.063043,0.066189,0.042209,0.021267,0.014431,0.01237,0.011393,0.0026042,0,0.00043403,0.028212,0.037218,0.023112,0.061089,0.10015,0.12674,0.11697,0.17003,0.11317,0.10438,0.064019,0.025499,0.013889,0.013238,0.0018446,0,0,0,0,0,0.023112,0.042101,0.020616,0.067166,0.092665,0.12598,0.12923,0.1748,0.15137,0.093859,0.046007,0.015951,0.013129,0.0040148,0,0,0,0,0,0
0,0.025174,0.037218,0.015734,0.036567,0.065321,0.12055,0.10102,0.1441,0.14898,0.072808,0.064996,0.062934,0.042318,0.020399,0.015408,0.01237,0.011502,0.0026042,0,0.00032552,0.026367,0.038628,0.022027,0.064345,0.098199,0.12641,0.11719,0.17144,0.11187,0.10308,0.064779,0.025825,0.014431,0.013563,0.0015191,0,0,0,0,0.00032552,0.026042,0.038411,0.022569,0.06543,0.095486,0.13238,0.12435,0.18056,0.14833,0.091471,0.042101,0.015191,0.015734,0.0016276,0,0,0,0,0,0
0,0.024848,0.037001,0.016276,0.033312,0.069553,0.11816,0.10091,0.14779,0.14648,0.073351,0.065104,0.063911,0.039822,0.021484,0.015951,0.011936,0.011393,0.0027127,0,0.00021701,0.026584,0.038954,0.022352,0.062717,0.10178,0.12326,0.11599,0.17415,0.10883,0.10569,0.063694,0.027561,0.013346,0.013889,0.00097656,0,0,0,0,0.00032552,0.024197,0.041341,0.020291,0.067166,0.090712,0.12717,0.12565,0.18446,0.15744,0.086372,0.044054,0.014431,0.014974,0.0014106,0,0,0,0,0,0
0,0.025282,0.036675,0.016059,0.035916,0.065104,0.11675,0.1033,0.15007,0.14464,0.071723,0.066406,0.066298,0.038086,0.020074,0.016493,0.010959,0.013563,0.0026042,0,0,0.026693,0.039605,0.022678,0.059136,0.10135,0.12413,0.11708,0.17242,0.10927,0.10579,0.064887,0.02908,0.012695,0.013455,0.0017361,0,0,0,0,0.00010851,0.024957,0.040148,0.021267,0.065104,0.089952,0.1275,0.13194,0.17339,0.1582,0.089627,0.045898,0.015516,0.016168,0.00021701,0,0,0,0,0,0
0,0.023763,0.035373,0.015951,0.039497,0.057183,0.11675,0.10406,0.14681,0.15007,0.073459,0.064562,0.067057,0.040799,0.021376,0.015191,0.011827,0.012478,0.0037977,0,0,0.024197,0.039497,0.02322,0.056207,0.10091,0.11936,0.11968,0.17318,0.111,0.10352,0.06977,0.030165,0.014214,0.012587,0.0024957,0,0,0,0,0,0.018555,0.039822,0.025282,0.062283,0.091363,0.1174,0.13487,0.17882,0.15799,0.091471,0.047852,0.017144,0.013129,0.0040148,0,0,0,0,0,0
0.00043403,0.020182,0.036892,0.017361,0.037543,0.060655,0.11447,0.10221,0.1454,0.14497,0.077908,0.068034,0.067491,0.040473,0.020508,0.016493,0.013346,0.011502,0.0041233,0,0.00086806,0.024197,0.036892,0.023438,0.060764,0.097439,0.12066,0.11447,0.17122,0.1123,0.10601,0.070313,0.030816,0.016385,0.01161,0.0026042,0,0,0,0,0.00043403,0.01888,0.038086,0.021159,0.065864,0.087674,0.12196,0.1301,0.17133,0.162,0.098958,0.048937,0.018012,0.01237,0.0042318,0,0,0,0,0,0
0,0.020617,0.036701,0.0163,0.036054,0.061636,0.11118,0.10535,0.14206,0.14648,0.079231,0.068545,0.069624,0.041451,0.01943,0.016947,0.01209,0.012414,0.003886,0,0,0.023208,0.037457,0.022776,0.059262,0.099417,0.12025,0.11194,0.17617,0.1101,0.10395,0.072863,0.031952,0.015868,0.012414,0.0023748,0,0,0,0,0.00010794,0.021373,0.036485,0.01889,0.062068,0.087867,0.11248,0.14022,0.17336,0.16095,0.099741,0.050086,0.018135,0.013277,0.0049655,0,0,0,0,0,0
0.00010851,0.020399,0.037326,0.014648,0.035265,0.062391,0.1123,0.10276,0.14149,0.14898,0.076714,0.068576,0.069444,0.041992,0.021159,0.018121,0.012044,0.01237,0.0039063,0,0.00032552,0.025282,0.036241,0.024089,0.056207,0.10471,0.11599,0.11458,0.17361,0.10677,0.10579,0.073351,0.031576,0.016819,0.011827,0.0028212,0,0,0,0,0,0.022244,0.035916,0.021918,0.063694,0.087348,0.12218,0.1263,0.17177,0.16081,0.10145,0.05013,0.017687,0.013997,0.0045573,0,0,0,0,0,0
0,0.018989,0.041233,0.013346,0.037326,0.061306,0.11393,0.10362,0.13932,0.14377,0.076714,0.06977,0.07053,0.043077,0.021376,0.017361,0.01237,0.012478,0.0034722,0,0.00010851,0.025608,0.038303,0.020833,0.056424,0.10167,0.12012,0.11871,0.16916,0.10297,0.10601,0.077691,0.031576,0.016276,0.012261,0.0022786,0,0,0,0,0,0.018338,0.040907,0.022135,0.065864,0.089301,0.11806,0.12891,0.17513,0.15137,0.10503,0.049479,0.017253,0.013672,0.0045573,0,0,0,0,0,0
0.00021701,0.023763,0.036675,0.015191,0.036567,0.058919,0.1123,0.10547,0.13889,0.14345,0.077582,0.067925,0.072591,0.043728,0.019206,0.016927,0.013346,0.012804,0.0044488,0,0.00010851,0.024306,0.040473,0.022352,0.057509,0.094618,0.12305,0.11686,0.16612,0.10601,0.10601,0.079102,0.031576,0.016385,0.012261,0.0032552,0,0,0,0,0,0.017795,0.039605,0.023655,0.06467,0.087457,0.11209,0.13368,0.17828,0.14985,0.10167,0.052083,0.021593,0.014648,0.0029297,0,0,0,0,0,0
0.00021701,0.022569,0.037326,0.015842,0.034288,0.064236,0.10579,0.10308,0.13715,0.14627,0.075304,0.068468,0.072483,0.047635,0.021918,0.017144,0.013129,0.012804,0.0043403,0,0.00032552,0.022895,0.041667,0.020399,0.06033,0.093424,0.12131,0.11339,0.16797,0.10406,0.10525,0.083225,0.033746,0.015625,0.01237,0.0040148,0,0,0,0,0.00054253,0.017795,0.040039,0.023763,0.062609,0.084418,0.11567,0.12782,0.18566,0.14214,0.10634,0.054688,0.020291,0.015625,0.0026042,0,0,0,0,0,0
0.00021701,0.022135,0.03776,0.012804,0.036458,0.060655,0.11013,0.09885,0.13477,0.14865,0.072917,0.070204,0.073242,0.048177,0.023003,0.019748,0.012478,0.012912,0.0046658,0.00021701,0.00021701,0.02398,0.039605,0.020074,0.059353,0.092122,0.11751,0.11599,0.16569,0.10297,0.10406,0.088976,0.037326,0.015951,0.012153,0.0040148,0,0,0,0,0.00021701,0.021267,0.036241,0.022244,0.062717,0.085612,0.11719,0.12391,0.18023,0.15093,0.10493,0.054145,0.021593,0.015625,0.0031467,0,0,0,0,0,0
0.00032383,0.020509,0.0394,0.011118,0.030225,0.064227,0.11291,0.091753,0.1318,0.15037,0.068653,0.073618,0.078476,0.050518,0.025151,0.018459,0.011658,0.012737,0.0070164,0.0010794,0.00010794,0.024288,0.038104,0.018135,0.059909,0.088946,0.1169,0.11054,0.16246,0.10503,0.10535,0.098122,0.038752,0.015328,0.012737,0.0050734,0.00021589,0,0,0,0.00043178,0.018135,0.039724,0.021265,0.060449,0.079663,0.11798,0.12122,0.17897,0.15047,0.11712,0.053756,0.019754,0.01576,0.0050734,0.00021589,0,0,0,0,0
0.00021701,0.021593,0.036892,0.010959,0.032878,0.060981,0.1097,0.097114,0.12446,0.14681,0.07194,0.074002,0.078451,0.055447,0.025282,0.018121,0.013021,0.013997,0.0069444,0.0011936,0.00021701,0.02474,0.036458,0.01964,0.057183,0.088433,0.11957,0.1097,0.15516,0.10471,0.10569,0.102,0.041233,0.016168,0.012804,0.0062934,0,0,0,0,0.00054253,0.022461,0.034288,0.021159,0.056207,0.079753,0.12348,0.11719,0.17155,0.15354,0.11979,0.057292,0.020833,0.015734,0.0061849,0,0,0,0,0,0
0.00032383,0.017271,0.041235,0.010039,0.033679,0.062176,0.1032,0.096934,0.12576,0.14594,0.06984,0.072539,0.074374,0.062716,0.029901,0.018674,0.013169,0.014033,0.0070164,0.0011874,0.00032383,0.025043,0.035946,0.016947,0.05883,0.088083,0.11852,0.10341,0.15997,0.10341,0.1046,0.10471,0.043826,0.017163,0.013817,0.0052893,0.00010794,0,0,0,0.00064767,0.019322,0.037781,0.018027,0.060665,0.079231,0.12435,0.10816,0.1725,0.15382,0.11647,0.064983,0.021265,0.017487,0.0050734,0.00021589,0,0,0,0,0
