@relation blinks4
@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric
@attribute f30 numeric
@attribute f31 numeric
@attribute f32 numeric
@attribute f33 numeric
@attribute f34 numeric
@attribute f35 numeric
@attribute f36 numeric
@attribute f37 numeric
@attribute f38 numeric
@attribute f39 numeric
@attribute f40 numeric
@attribute f41 numeric
@attribute f42 numeric
@attribute f43 numeric
@attribute f44 numeric
@attribute f45 numeric
@attribute f46 numeric
@attribute f47 numeric
@attribute f48 numeric
@attribute f49 numeric
@attribute f50 numeric
@attribute f51 numeric
@attribute f52 numeric
@attribute f53 numeric
@attribute f54 numeric
@attribute f55 numeric
@attribute f56 numeric
@attribute f57 numeric
@attribute f58 numeric
@attribute f59 numeric
@attribute f60 numeric
@attribute clase {0, 1, 2}
@data
0.00033595,0.015677,0.040202,0.016013,0.031243,0.029899,0.059015,0.10829,0.26036,0.20616,0.12766,0.058343,0.023404,0.020829,0.0025756,0,0,0,0,0,0.0039194,0.025644,0.048936,0.030683,0.054199,0.12811,0.21501,0.23158,0.16529,0.054423,0.02486,0.015566,0.0017917,0,0,0,0,0,0,0,0.0082867,0.026428,0.060358,0.045465,0.12632,0.30448,0.21948,0.12352,0.054199,0.012766,0.016349,0.0023516,0,0,0,0,0,0,0,0,0
0.00033595,0.018589,0.03841,0.014782,0.033483,0.02766,0.056775,0.1009,0.26249,0.20985,0.12856,0.061254,0.023068,0.020269,0.0035834,0,0,0,0,0,0.0042553,0.026092,0.04804,0.033371,0.050952,0.1243,0.2187,0.22755,0.16529,0.059462,0.023516,0.015677,0.0027996,0,0,0,0,0,0,0,0.0069429,0.025756,0.065286,0.040538,0.11859,0.30493,0.21456,0.12979,0.06047,0.014558,0.016237,0.0023516,0,0,0,0,0,0,0,0,0
0.00055991,0.018813,0.039642,0.011534,0.031019,0.030683,0.058567,0.099552,0.25554,0.21445,0.12956,0.062038,0.02318,0.021053,0.0036954,0.00011198,0,0,0,0,0.0036954,0.026988,0.047704,0.032363,0.049384,0.1234,0.2234,0.22676,0.16551,0.058119,0.023628,0.015677,0.0032475,0.00011198,0,0,0,0,0,0,0.0066069,0.030011,0.061254,0.043225,0.11859,0.30045,0.22788,0.11635,0.06271,0.016125,0.013998,0.0027996,0,0,0,0,0,0,0,0,0
0.00067189,0.020493,0.037402,0.013662,0.030907,0.029563,0.059127,0.098544,0.25588,0.2159,0.12867,0.061142,0.023404,0.021053,0.0034714,0.00011198,0,0,0,0,0.0036954,0.025868,0.049384,0.033035,0.051064,0.11937,0.22833,0.22609,0.16282,0.057559,0.023852,0.015901,0.0029115,0.00011198,0,0,0,0,0,0,0.0068309,0.033259,0.058455,0.042889,0.11254,0.2925,0.23158,0.12284,0.067077,0.014446,0.015006,0.0025756,0,0,0,0,0,0,0,0,0
0.00078387,0.018813,0.041545,0.01243,0.031579,0.027324,0.05991,0.10157,0.25476,0.21445,0.12744,0.06103,0.023516,0.021277,0.0034714,0.00011198,0,0,0,0,0.0035834,0.027996,0.04972,0.031691,0.048824,0.12486,0.22564,0.22665,0.16025,0.057895,0.024412,0.015454,0.0029115,0.00011198,0,0,0,0,0,0,0.0088466,0.038522,0.056215,0.03953,0.11691,0.29888,0.23046,0.11613,0.061254,0.014558,0.016125,0.0025756,0,0,0,0,0,0,0,0,0
0.00067189,0.018477,0.041657,0.013102,0.030907,0.029451,0.058343,0.098992,0.26237,0.21053,0.12822,0.058231,0.024524,0.020493,0.0040314,0,0,0,0,0,0.0038074,0.028108,0.048152,0.032475,0.048936,0.12542,0.23068,0.2196,0.16316,0.055991,0.024412,0.015566,0.0036954,0,0,0,0,0,0,0,0.0087346,0.042889,0.05252,0.042777,0.11445,0.31366,0.22598,0.1075,0.058903,0.013886,0.015454,0.0032475,0,0,0,0,0,0,0,0,0
0,0.01187,0.043673,0.012542,0.030347,0.029227,0.058007,0.10414,0.26495,0.21131,0.12945,0.056439,0.023852,0.020157,0.0040314,0,0,0,0,0,0.0034714,0.02598,0.045913,0.031355,0.047928,0.12878,0.22856,0.22576,0.16663,0.05196,0.0243,0.015677,0.0036954,0,0,0,0,0,0,0,0.0089586,0.042777,0.044569,0.036954,0.12094,0.32139,0.228,0.10649,0.055431,0.015566,0.015789,0.0031355,0,0,0,0,0,0,0,0,0
0,0.010974,0.041209,0.011198,0.031803,0.024748,0.054871,0.098768,0.2589,0.22587,0.13135,0.060694,0.024412,0.020381,0.0048152,0,0,0,0,0,0.0035834,0.021501,0.047032,0.029899,0.046809,0.12497,0.2271,0.22945,0.16764,0.055991,0.026876,0.015342,0.0038074,0,0,0,0,0,0,0,0.0076148,0.026876,0.051288,0.038858,0.11064,0.30336,0.23348,0.12094,0.069317,0.018253,0.015566,0.0038074,0,0,0,0,0,0,0,0,0
0,0.013662,0.038074,0.014558,0.026764,0.027884,0.054983,0.097536,0.26226,0.22564,0.12968,0.058903,0.02542,0.019933,0.0047032,0,0,0,0,0,0.0040314,0.020605,0.047816,0.030011,0.045129,0.12553,0.22979,0.23158,0.16282,0.057671,0.025756,0.015566,0.0036954,0,0,0,0,0,0,0,0.0076148,0.027324,0.0514,0.038298,0.10661,0.30258,0.24211,0.12161,0.063158,0.017581,0.017133,0.0045913,0,0,0,0,0,0,0,0,0
0,0.013662,0.037738,0.015006,0.02654,0.026764,0.056887,0.097536,0.26383,0.22318,0.12777,0.060694,0.025084,0.021277,0.0040314,0,0,0,0,0,0.0044793,0.020045,0.047256,0.029003,0.044345,0.12363,0.23404,0.23169,0.16349,0.056327,0.02654,0.015677,0.0034714,0,0,0,0,0,0,0,0.0083987,0.025084,0.054871,0.036058,0.10784,0.29843,0.24244,0.12441,0.065286,0.017805,0.016349,0.0030235,0,0,0,0,0,0,0,0,0
0.00033595,0.016237,0.035386,0.015342,0.025756,0.027772,0.059015,0.10101,0.26708,0.21892,0.12352,0.06047,0.024972,0.020157,0.0040314,0,0,0,0,0,0.0039194,0.023292,0.043897,0.029899,0.046585,0.12184,0.23796,0.22923,0.16361,0.055655,0.024412,0.016237,0.0034714,0,0,0,0,0,0,0,0.0089586,0.02766,0.053639,0.037514,0.11433,0.31097,0.22508,0.12284,0.062822,0.017133,0.016013,0.0030235,0,0,0,0,0,0,0,0,0
0.00033595,0.018701,0.035498,0.015901,0.023404,0.028555,0.056551,0.10224,0.26876,0.21859,0.1196,0.063606,0.024188,0.020045,0.0040314,0,0,0,0,0,0.0050392,0.024524,0.042441,0.029339,0.046361,0.1243,0.24054,0.22833,0.15879,0.056999,0.023628,0.016461,0.0032475,0,0,0,0,0,0,0,0.01075,0.031467,0.048824,0.037738,0.11702,0.31512,0.22553,0.11142,0.065957,0.015677,0.017469,0.0030235,0,0,0,0,0,0,0,0,0
0.00044793,0.019037,0.034826,0.016013,0.023852,0.028219,0.058455,0.10056,0.26674,0.22105,0.11881,0.064054,0.023964,0.019933,0.0040314,0,0,0,0,0,0.0049272,0.02318,0.043561,0.029675,0.044793,0.12699,0.23852,0.229,0.15913,0.057111,0.023852,0.016349,0.0029115,0,0,0,0,0,0,0,0.011086,0.031467,0.051288,0.035498,0.12419,0.30056,0.23102,0.11176,0.065733,0.016349,0.017581,0.0034714,0,0,0,0,0,0,0,0,0
0.00011198,0.016797,0.035498,0.015118,0.025308,0.028108,0.057783,0.10381,0.26999,0.21467,0.12273,0.062038,0.024188,0.019821,0.0040314,0,0,0,0,0,0.0048152,0.022284,0.043561,0.031579,0.045913,0.12139,0.2383,0.23135,0.15913,0.057783,0.024524,0.016349,0.0030235,0,0,0,0,0,0,0,0.0095185,0.028219,0.051848,0.039306,0.11097,0.29686,0.23841,0.11624,0.071892,0.018365,0.015342,0.0030235,0,0,0,0,0,0,0,0,0
0.00022396,0.017469,0.036506,0.017357,0.023964,0.02654,0.055991,0.10862,0.27044,0.21153,0.12273,0.059462,0.025308,0.019821,0.0040314,0,0,0,0,0,0.0045913,0.025644,0.042441,0.031691,0.047032,0.12419,0.23639,0.22688,0.16439,0.05252,0.024636,0.016349,0.0032475,0,0,0,0,0,0,0,0.0095185,0.035386,0.04804,0.037402,0.12598,0.29339,0.23919,0.11456,0.06215,0.017469,0.014782,0.0021277,0,0,0,0,0,0,0,0,0
0,0.014334,0.039194,0.014782,0.026764,0.028219,0.054647,0.10784,0.26036,0.21848,0.12564,0.061814,0.024076,0.019821,0.0040314,0,0,0,0,0,0.0027996,0.025084,0.046585,0.031355,0.042777,0.12587,0.22979,0.23147,0.16506,0.055879,0.024076,0.016349,0.0029115,0,0,0,0,0,0,0,0.0088466,0.032363,0.05196,0.03561,0.1196,0.29071,0.23583,0.12273,0.066965,0.016013,0.016125,0.0032475,0,0,0,0,0,0,0,0,0
0.00033595,0.013886,0.038634,0.018141,0.026876,0.029003,0.053527,0.10571,0.25901,0.22083,0.12497,0.06159,0.023628,0.020157,0.0036954,0,0,0,0,0,0.0034714,0.023516,0.046697,0.031467,0.047032,0.1234,0.2299,0.23236,0.16181,0.056775,0.0243,0.016797,0.0024636,0,0,0,0,0,0,0,0.0081747,0.029899,0.054423,0.038522,0.11333,0.29127,0.2374,0.1234,0.067525,0.016013,0.016237,0.0038074,0,0,0,0,0,0,0,0,0
0.00033595,0.01411,0.044905,0.01411,0.026988,0.030123,0.057671,0.11109,0.26641,0.20482,0.12553,0.057335,0.023404,0.019597,0.0035834,0,0,0,0,0,0.0035834,0.026764,0.047256,0.031467,0.047256,0.12878,0.23203,0.22699,0.16025,0.053751,0.022844,0.016237,0.0027996,0,0,0,0,0,0,0,0.0077268,0.03617,0.056215,0.039642,0.11937,0.30235,0.23281,0.11008,0.058119,0.017469,0.016685,0.0033595,0,0,0,0,0,0,0,0,0
0.00011198,0.015789,0.040761,0.01523,0.029675,0.028443,0.060022,0.1075,0.26562,0.20851,0.12195,0.060134,0.023852,0.018589,0.0038074,0,0,0,0,0,0.0043673,0.027324,0.045017,0.030907,0.050056,0.1271,0.23259,0.22889,0.16025,0.051512,0.022844,0.016909,0.0022396,0,0,0,0,0,0,0,0.0072788,0.03673,0.05308,0.041097,0.11277,0.31825,0.22744,0.1131,0.055095,0.01523,0.015118,0.0048152,0,0,0,0,0,0,0,0,0
0.00011198,0.012318,0.043561,0.016909,0.028779,0.025532,0.061702,0.10784,0.26103,0.21523,0.12262,0.058567,0.023852,0.018477,0.0034714,0,0,0,0,0,0.0043673,0.025308,0.045913,0.031131,0.046361,0.12766,0.23415,0.23281,0.16193,0.048264,0.023404,0.016237,0.0024636,0,0,0,0,0,0,0,0.0076148,0.034043,0.054871,0.039306,0.11837,0.30325,0.22878,0.12632,0.052744,0.01523,0.016013,0.0034714,0,0,0,0,0,0,0,0,0
0,0.0052632,0.046249,0.020157,0.027996,0.026876,0.057671,0.10022,0.28645,0.20202,0.12968,0.056215,0.017021,0.020829,0.0033595,0,0,0,0,0,0.0035834,0.0271,0.045241,0.031579,0.048152,0.12385,0.24043,0.22844,0.16237,0.050168,0.019709,0.017357,0.0020157,0,0,0,0,0,0,0,0.010862,0.032475,0.053639,0.03953,0.10761,0.27962,0.2533,0.11848,0.066629,0.024076,0.012878,0.00089586,0,0,0,0,0,0,0,0,0
0,0.0069429,0.047256,0.020381,0.026876,0.02654,0.058567,0.10235,0.28074,0.20594,0.12576,0.057335,0.016909,0.021389,0.0030235,0,0,0,0,0,0.0036954,0.027884,0.046697,0.029787,0.048152,0.12419,0.23617,0.23259,0.16069,0.050504,0.020157,0.017581,0.0019037,0,0,0,0,0,0,0,0.0086226,0.032251,0.057223,0.039754,0.10582,0.28959,0.25185,0.11478,0.066069,0.016125,0.015789,0.0021277,0,0,0,0,0,0,0,0,0
0,0.0096305,0.045801,0.017357,0.02766,0.027212,0.061702,0.095745,0.28343,0.2075,0.12385,0.058567,0.020941,0.018701,0.0019037,0,0,0,0,0,0.0033595,0.028219,0.044009,0.033259,0.047256,0.1299,0.23214,0.23236,0.15957,0.05028,0.021053,0.016349,0.0022396,0,0,0,0,0,0,0,0.0088466,0.033483,0.050728,0.044345,0.11041,0.29597,0.24434,0.11456,0.06271,0.015118,0.015789,0.0036954,0,0,0,0,0,0,0,0,0
0.00011198,0.010414,0.045913,0.018141,0.026988,0.028555,0.057783,0.10594,0.27245,0.20806,0.12732,0.055431,0.02374,0.017133,0.0020157,0,0,0,0,0,0.0032475,0.027436,0.044793,0.033259,0.04692,0.13292,0.22822,0.23057,0.16237,0.04972,0.022508,0.015901,0.0021277,0,0,0,0,0,0,0,0.0086226,0.035946,0.050616,0.039418,0.10616,0.30134,0.23247,0.12374,0.065957,0.01523,0.015901,0.0045913,0,0,0,0,0,0,0,0,0
0,0.0091825,0.045689,0.019485,0.025196,0.028219,0.058679,0.10426,0.27503,0.20907,0.12475,0.058119,0.021501,0.018701,0.0021277,0,0,0,0,0,0.0030235,0.029563,0.043337,0.030907,0.04748,0.12531,0.23247,0.23505,0.15957,0.053527,0.021613,0.015789,0.0023516,0,0,0,0,0,0,0,0.0078387,0.031579,0.052856,0.041769,0.10302,0.31456,0.23651,0.10873,0.067749,0.015454,0.016013,0.0039194,0,0,0,0,0,0,0,0,0
0.00011198,0.010414,0.047032,0.018253,0.026988,0.026316,0.058903,0.10705,0.27738,0.20717,0.12105,0.057671,0.02206,0.017469,0.0021277,0,0,0,0,0,0.0039194,0.031131,0.041657,0.033371,0.044905,0.13035,0.23158,0.22732,0.1626,0.053415,0.021948,0.01523,0.0025756,0,0,0,0,0,0,0,0.010638,0.036954,0.046473,0.039194,0.10773,0.33359,0.22923,0.098656,0.059574,0.022844,0.013774,0.0013438,0,0,0,0,0,0,0,0,0
0,0.0076148,0.04748,0.020269,0.027324,0.025308,0.062262,0.10862,0.26719,0.2084,0.12408,0.058903,0.02262,0.017805,0.0021277,0,0,0,0,0,0.0038074,0.027884,0.044905,0.033147,0.045689,0.12721,0.23001,0.23158,0.16047,0.054423,0.022732,0.015454,0.0026876,0,0,0,0,0,0,0,0.0079507,0.037178,0.050504,0.038298,0.10795,0.30773,0.23841,0.11131,0.062822,0.023404,0.012206,0.0022396,0,0,0,0,0,0,0,0,0
0,0.0088466,0.047032,0.019261,0.027996,0.025756,0.063382,0.1028,0.2682,0.21165,0.12374,0.059127,0.021948,0.017581,0.0026876,0,0,0,0,0,0.0039194,0.0271,0.046697,0.032811,0.046249,0.13035,0.22934,0.22609,0.16193,0.053415,0.02374,0.015789,0.0025756,0,0,0,0,0,0,0,0.0073908,0.037178,0.051288,0.037066,0.09944,0.31053,0.23987,0.11456,0.067077,0.016125,0.01467,0.0048152,0,0,0,0,0,0,0,0,0
0.00011198,0.011534,0.045913,0.017469,0.02766,0.025308,0.06327,0.10493,0.27189,0.20817,0.12184,0.059462,0.022956,0.016909,0.0025756,0,0,0,0,0,0.0040314,0.026652,0.045689,0.031691,0.050952,0.12665,0.23169,0.22184,0.16405,0.055207,0.023292,0.015566,0.0026876,0,0,0,0,0,0,0,0.0096305,0.034826,0.052072,0.036394,0.10773,0.29675,0.24972,0.11433,0.06439,0.01411,0.015566,0.0044793,0,0,0,0,0,0,0,0,0
0.00033595,0.011534,0.044569,0.017805,0.028667,0.026764,0.061926,0.09776,0.27615,0.21075,0.12217,0.057783,0.025084,0.016237,0.0024636,0,0,0,0,0,0.0034714,0.030011,0.042441,0.033931,0.046697,0.129,0.22889,0.22598,0.16417,0.054087,0.022396,0.016013,0.0029115,0,0,0,0,0,0,0,0.0079507,0.034378,0.053527,0.03785,0.10873,0.30302,0.23662,0.11344,0.067077,0.017357,0.016797,0.0032475,0,0,0,0,0,0,0,0,0
0.00022396,0.01187,0.044457,0.019037,0.027996,0.026204,0.061814,0.099552,0.27615,0.20649,0.12251,0.059686,0.02598,0.015566,0.0024636,0,0,0,0,0,0.0034714,0.027884,0.044793,0.033147,0.046137,0.1299,0.228,0.22889,0.16417,0.052856,0.022172,0.016013,0.0025756,0,0,0,0,0,0,0,0.0092945,0.031579,0.057447,0.036394,0.10806,0.3037,0.23774,0.11937,0.060582,0.016349,0.01523,0.0042553,0,0,0,0,0,0,0,0,0
0.00055991,0.018589,0.038858,0.019149,0.02598,0.02654,0.062374,0.1019,0.28029,0.20134,0.12016,0.06047,0.025756,0.015566,0.0024636,0,0,0,0,0,0.0044793,0.025644,0.046697,0.032363,0.04748,0.1299,0.23158,0.22822,0.1598,0.052408,0.022844,0.016125,0.0024636,0,0,0,0,0,0,0,0.01019,0.039194,0.048712,0.03897,0.12094,0.30862,0.23113,0.10728,0.059239,0.016237,0.01523,0.0042553,0,0,0,0,0,0,0,0,0
0.00022396,0.014222,0.043561,0.017917,0.027324,0.025084,0.060918,0.10213,0.2794,0.2047,0.12217,0.057895,0.025644,0.016349,0.0024636,0,0,0,0,0,0.0034714,0.02486,0.047592,0.032363,0.046809,0.12923,0.23203,0.22923,0.15946,0.053415,0.02262,0.016461,0.0024636,0,0,0,0,0,0,0,0.0095185,0.031803,0.054311,0.035834,0.1206,0.30078,0.22867,0.12363,0.059015,0.015677,0.015901,0.0042553,0,0,0,0,0,0,0,0,0
0.00033595,0.014446,0.043225,0.017021,0.02654,0.02654,0.059462,0.10683,0.27514,0.20672,0.12105,0.05991,0.023964,0.016237,0.0025756,0,0,0,0,0,0.0039194,0.026316,0.045017,0.033035,0.047256,0.13135,0.23057,0.23236,0.15756,0.052072,0.022172,0.015789,0.0025756,0,0,0,0,0,0,0,0.0081747,0.034155,0.052072,0.04009,0.12956,0.28679,0.22598,0.12721,0.060582,0.015566,0.015789,0.0040314,0,0,0,0,0,0,0,0,0
0.00022396,0.014558,0.043785,0.017357,0.025308,0.029003,0.061366,0.10918,0.27122,0.20649,0.1224,0.055767,0.024524,0.016237,0.0025756,0,0,0,0,0,0.0034714,0.0271,0.046473,0.032139,0.048712,0.1327,0.23057,0.23012,0.15476,0.055543,0.019933,0.015901,0.0025756,0,0,0,0,0,0,0,0.0069429,0.043785,0.044569,0.036282,0.13001,0.30403,0.22083,0.12889,0.049384,0.014894,0.016349,0.0040314,0,0,0,0,0,0,0,0,0
0.00011198,0.011422,0.043673,0.020381,0.02542,0.026204,0.059127,0.1084,0.26988,0.21445,0.12139,0.055655,0.025084,0.016237,0.0025756,0,0,0,0,0,0.0032475,0.024524,0.048152,0.031915,0.047256,0.13147,0.22475,0.23875,0.15342,0.058007,0.019933,0.016013,0.0025756,0,0,0,0,0,0,0,0.006495,0.036506,0.052856,0.038634,0.11221,0.31254,0.22643,0.12228,0.057111,0.014782,0.016125,0.0040314,0,0,0,0,0,0,0,0,0
0,0.011422,0.045241,0.017021,0.027436,0.023852,0.061142,0.1037,0.2748,0.21366,0.11915,0.058455,0.024748,0.016797,0.0025756,0,0,0,0,0,0.0039194,0.024524,0.047144,0.030347,0.048152,0.12923,0.2243,0.23886,0.15789,0.056775,0.019149,0.017133,0.0025756,0,0,0,0,0,0,0,0.0072788,0.031579,0.055991,0.035946,0.10616,0.30885,0.23315,0.1243,0.063382,0.014446,0.014894,0.0040314,0,0,0,0,0,0,0,0,0
0.00044793,0.011534,0.045913,0.017693,0.025196,0.026764,0.059015,0.10728,0.27514,0.21086,0.11859,0.057447,0.024748,0.016797,0.0025756,0,0,0,0,0,0.0041433,0.027436,0.045017,0.030235,0.0486,0.13024,0.22464,0.23875,0.15577,0.056215,0.019261,0.017021,0.0026876,0,0,0,0,0,0,0,0.0083987,0.035498,0.052296,0.03561,0.12856,0.30549,0.22307,0.11982,0.055991,0.017021,0.015454,0.0027996,0,0,0,0,0,0,0,0,0
0.00022396,0.011534,0.044233,0.017581,0.026092,0.0271,0.058007,0.10694,0.2776,0.20616,0.1215,0.057223,0.025196,0.018253,0.0023516,0,0,0,0,0,0.0035834,0.02654,0.044457,0.032475,0.0486,0.12598,0.22553,0.23863,0.15767,0.054199,0.022396,0.017469,0.0024636,0,0,0,0,0,0,0,0.0076148,0.036058,0.04972,0.037066,0.11624,0.31008,0.22688,0.12318,0.057559,0.016797,0.016125,0.0026876,0,0,0,0,0,0,0,0,0
0.00033595,0.012094,0.043001,0.017581,0.026988,0.024972,0.061478,0.10672,0.27178,0.21041,0.12128,0.057559,0.025756,0.017693,0.0023516,0,0,0,0,0,0.0042553,0.026316,0.044681,0.031019,0.048152,0.12598,0.22553,0.23908,0.15879,0.053863,0.023068,0.016797,0.0024636,0,0,0,0,0,0,0,0.0082867,0.036954,0.05196,0.033819,0.11299,0.30482,0.2308,0.12352,0.063158,0.014334,0.01411,0.0052632,0,0,0,0,0,0,0,0,0
0.00022396,0.01299,0.043449,0.017469,0.025756,0.026428,0.056999,0.10269,0.27794,0.20862,0.12576,0.056103,0.025532,0.017693,0.0023516,0,0,0,0,0,0.0033595,0.026204,0.045689,0.030907,0.047704,0.12396,0.22497,0.23774,0.16473,0.052408,0.023068,0.016685,0.0025756,0,0,0,0,0,0,0,0.0080627,0.037962,0.04972,0.036058,0.11187,0.30269,0.22732,0.1318,0.058903,0.015454,0.01523,0.0049272,0,0,0,0,0,0,0,0,0
